Timestamp,CPUUtilization,Predicted CPUUtilization
2024-10-19 08:45:00,0.3749999999999998,0.0
2024-10-19 08:50:00,0.3740900250069475,0.0
2024-10-19 08:55:00,0.367701676391561,0.0
2024-10-19 09:00:00,0.4750000000000604,0.0
2024-10-19 09:05:00,0.3662938779290223,0.0
2024-10-19 09:10:00,0.3666666666666361,0.0
2024-10-19 09:15:00,0.3500000000000604,0.0
2024-10-19 09:20:00,0.3750463091599518,0.0
2024-10-19 09:25:00,0.4079605445956892,0.0
2024-10-19 09:30:00,0.3666666666666361,0.0
2024-10-19 09:35:00,0.3501782902658731,0.0
2024-10-19 09:40:00,0.4489071038251048,0.0
2024-10-19 09:45:00,0.350037047328022,0.0
2024-10-19 09:50:00,0.3761762526627758,0.0
2024-10-19 09:55:00,0.3749004353061054,0.0
2024-10-19 10:00:00,0.3740946559229428,0.0
2024-10-19 10:05:00,0.3843729739742808,0.0
2024-10-19 10:10:00,0.3665717328887346,0.0
2024-10-19 10:15:00,0.448907103825107,0.0
2024-10-19 10:20:00,0.4346461980180279,0.0
2024-10-19 10:25:00,0.442838288413389,0.0
2024-10-19 10:30:00,0.3665671019727366,0.0
2024-10-19 10:35:00,0.349900435306166,0.0
2024-10-19 10:40:00,0.3656200796517256,0.0
2024-10-19 10:45:00,0.3596415671019114,0.0
2024-10-19 10:50:00,0.3575599703622256,0.0
2024-10-19 10:55:00,0.451271186440647,0.0
2024-10-19 11:00:00,0.3657520607575913,0.0
2024-10-19 11:05:00,0.383375011577318,0.0
2024-10-19 11:10:00,0.3596461980179067,0.0
2024-10-19 11:15:00,0.3583333333334241,0.0
2024-10-19 11:20:00,0.3830971566176082,0.0
2024-10-19 11:25:00,0.3671644901361176,0.0
2024-10-19 11:30:00,0.4515953505603083,0.0
2024-10-19 11:35:00,0.3753612114476226,0.0
2024-10-19 11:40:00,0.4065944243771098,0.0
2024-10-19 11:45:00,0.384604519774041,0.0
2024-10-19 11:50:00,0.4750000000000604,0.0
2024-10-19 11:55:00,0.366844956932449,0.0
2024-10-19 12:00:00,0.3738121700472335,0.0
2024-10-19 12:05:00,0.3749004353061028,0.0
2024-10-19 12:10:00,1.2167083449106508,0.0
2024-10-19 12:15:00,0.3680790960451672,0.0
2024-10-19 12:20:00,0.3914304899508202,0.0
2024-10-19 12:25:00,0.3820042604427432,0.0
2024-10-19 12:30:00,0.37518292118181,0.0
2024-10-19 12:35:00,0.376449476706495,0.0
2024-10-19 12:40:00,0.3583333333334242,0.0
2024-10-19 12:45:00,0.4749999999999089,0.0
2024-10-19 12:50:00,0.3571038251367032,0.0
2024-10-19 12:55:00,0.351171621746687,0.0
2024-10-19 13:00:00,0.3738121700472336,0.0
2024-10-19 13:05:00,0.3597828100399192,0.0
2024-10-19 13:10:00,0.449372510882622,0.0
2024-10-19 13:15:00,0.3596045197739499,0.0
2024-10-19 13:20:00,0.3739487820690966,0.0
2024-10-19 13:25:00,0.4681161433731917,0.0
2024-10-19 13:30:00,0.3665671019727366,0.0
2024-10-19 13:35:00,0.3582337686395296,0.0
2024-10-19 13:40:00,0.3583333333332724,0.0
2024-10-19 13:45:00,0.3583750115772292,0.0
2024-10-19 13:50:00,0.3750833564879106,0.0
2024-10-19 13:55:00,0.3750416782439539,0.0
2024-10-19 14:00:00,0.4910391775494406,0.0
2024-10-19 14:05:00,0.3845049550799924,0.0
2024-10-19 14:10:00,0.5530494581828576,0.0
2024-10-19 14:15:00,0.3666666666666359,0.0
2024-10-19 14:20:00,0.4167083449106208,0.0
2024-10-19 14:25:00,1.892708622765707,0.0
2024-10-19 14:30:00,0.4347920718717254,0.0
2024-10-19 14:35:00,0.3739534129850892,0.0
2024-10-19 14:40:00,0.4511299435027958,0.0
2024-10-19 14:45:00,0.348907103825198,0.0
2024-10-19 14:50:00,0.3929841622673566,0.0
2024-10-19 14:55:00,0.3666666666666361,0.0
2024-10-19 15:00:00,0.3749999999999998,0.0
2024-10-19 15:05:00,0.3832383995554643,0.0
2024-10-19 15:10:00,0.3583750115772292,0.0
2024-10-19 15:15:00,0.4595512642400682,0.0
2024-10-19 15:20:00,0.399900435306042,0.0
2024-10-19 15:25:00,0.3749999999999996,0.0
2024-10-19 15:30:00,0.366708344910742,0.0
2024-10-19 15:35:00,0.3500416782438657,0.0
2024-10-19 15:40:00,0.3585116235992368,0.0
